1.048506927901261473e-02	9.437425344425586227e-01	5.011598225358396969e-02	3.167594056746013409e-04
1.087424647910946625e-02	9.897820926220224358e-01	3.893867063978759951e-02	3.264564363840687794e-04
1.120007562078349783e-02	9.962889091165891831e-01	5.185201840578011062e-02	3.364503245913558205e-04
1.153698684109770445e-02	1.005890165648208656e+00	3.425511546291318959e-02	3.467501580653661875e-04
1.188560984938041507e-02	1.013011355112802603e+00	4.298944909246153051e-02	3.573653027809948340e-04
1.225337671382996374e-02	9.993343635194418262e-01	2.840224948426155888e-02	3.683054114359731596e-04
1.261310425704129101e-02	1.010139499968480070e+00	3.756279358662463486e-02	3.795804322283373444e-04
1.300963638955584395e-02	1.042896762312446768e+00	2.543815191454995572e-02	3.912006179026747410e-04
1.338512714240627267e-02	1.045258411792287623e+00	3.400037070269266298e-02	4.031765350732616215e-04
1.379140733717734019e-02	1.027365597372398520e+00	2.239233811823725800e-02	4.155190738326670213e-04
1.420440400453867706e-02	9.690985750782618036e-01	2.762487936156798191e-02	4.282394576543991499e-04
1.468943665069783779e-02	5.562079133963609978e-01	1.259708440890860287e-02	4.413492535988560589e-04
1.507382716484848006e-02	2.869570270252391753e-01	1.025730385990269652e-02	4.548603828315768427e-04
1.554559065253937472e-02	2.048288312743250517e-01	5.622505322595510065e-03	4.687851314635615996e-04
1.599646597795452777e-02	1.476460837354402755e-01	6.192448854181707707e-03	4.831361617234734840e-04
1.650165906779143057e-02	1.079922835690966809e-01	3.314129408505128455e-03	4.979265234717165922e-04
1.697557766753316627e-02	8.992146305883669255e-02	4.304762166545771269e-03	5.131696660672230292e-04
1.749713582451683375e-02	7.344094926625856223e-02	2.467789553863026803e-03	5.288794505972915783e-04
1.801461882540753706e-02	5.584795627933876461e-02	2.725964658232427756e-03	5.450701624820017410e-04
1.857337232372419447e-02	4.512242710983462024e-02	1.752867948410459509e-03	5.617565244643608902e-04
1.911725761447308214e-02	3.653247043754399848e-02	2.038372630811189409e-03	5.789537099981922896e-04
1.972573794503045333e-02	3.079140408580161373e-02	1.286245336535147069e-03	5.966773570458931697e-04
2.051721700443785365e-02	2.374547485458633478e-02	1.095418338515708650e-03	6.149435822984487821e-04
2.110699714196875507e-02	1.892348827615921575e-02	1.298623173045603723e-03	6.337689958309696003e-04
2.175825670158837780e-02	1.612193272921489187e-02	8.227727146139110579e-04	6.531707162066927030e-04
2.239891422303437810e-02	1.310307595435030240e-02	1.020325474995221419e-03	6.731663860435402325e-04
2.311376087042527408e-02	1.180091235285876672e-02	6.716981931423901889e-04	6.937741880570086339e-04
2.376990696479787044e-02	9.748815164840133815e-03	8.690988480107802007e-04	7.150128615944113808e-04
2.449210764950508767e-02	7.831288367884844601e-03	5.576818975344510331e-04	7.369017196751405374e-04
2.522481543029922099e-02	6.218165255898384404e-03	6.904834894321652426e-04	7.594606665526047740e-04
2.601076910156307001e-02	5.245374454833521237e-03	4.236262838740175807e-04	7.827102158138483923e-04
2.676877593315697690e-02	5.090025563076787211e-03	6.151664820537825233e-04	8.066715090331993965e-04
2.756852150917467326e-02	3.685886997592954621e-03	3.465679137288131431e-04	8.313663349970717986e-04
2.840723917047364641e-02	3.643503309764426542e-03	4.801282594419462469e-04	8.568171495170577578e-04
2.840723917047364641e-02	3.220985448881171810e-03	2.895708134128458216e-04	8.525858244102235695e-04
2.927247855941967833e-02	2.958909739499622580e-03	2.832252625961301294e-04	8.830470958498919110e-04
2.928653311970652942e-02	2.716965614264625281e-03	1.708364198489376550e-04	8.786862361853907399e-04
3.014598946561999199e-02	1.987735792903305970e-03	3.529381346209582216e-04	9.100800257422943240e-04
3.014598946561999546e-02	2.303898992076896732e-03	2.090731339721707549e-04	9.055856660480227083e-04
3.107838341376515517e-02	1.842541325692146703e-03	1.221422043553698085e-04	9.333085745281168022e-04
3.111090197096638699e-02	1.765546447809026405e-03	2.365192625449087226e-04	9.379405211201834180e-04
3.199116518883166754e-02	1.523928041191586081e-03	1.405209527491963937e-04	9.618801709715962822e-04
3.199116518883166754e-02	1.328204714474311892e-03	2.947020388990903681e-04	9.666539164417467522e-04
3.297614085528704359e-02	1.335682723222374061e-03	8.989295988180498053e-05	9.913264364640947401e-04
3.300772774638744550e-02	1.478580645263620269e-03	2.051099302184950098e-04	9.962463217349781797e-04
3.394928042770967852e-02	1.023841427073188606e-03	2.643123147740749691e-04	1.026744646340310707e-03
3.394928042770967852e-02	9.690462280036001496e-04	9.830575826917522066e-05	1.021674147456359816e-03
3.498496190343684115e-02	7.706943343110769134e-04	1.587419259319673335e-04	1.058176623380244208e-03
3.501205033234657676e-02	8.933283375287286903e-04	6.357956136513793653e-05	1.052950900113036603e-03
3.602724798412893642e-02	6.163513279876235056e-04	2.147534320600876943e-04	1.090570834977863668e-03
3.602724798412893642e-02	6.869378123361991615e-04	7.355642893729285529e-05	1.085185135406584178e-03
3.715871189223349941e-02	4.763643088117026718e-04	1.355420172082750314e-04	1.123956738247604281e-03
3.716317490306164650e-02	5.784255572429810666e-04	4.431776712430073739e-05	1.118406164979761364e-03
3.823240377874149998e-02	4.790056744914640498e-04	1.866999949709990058e-04	1.158364692081463587e-03
3.823240377874149998e-02	4.815822710809523205e-04	5.471115002466217281e-05	1.152644197799555792e-03
3.940495948857800079e-02	3.646060369767084911e-04	3.090962770843314956e-05	1.187930367627230976e-03
4.057253274923071362e-02	2.559225381396506324e-04	3.786062827684226771e-05	1.224296761329311811e-03
4.183783620937330666e-02	2.415097812760459684e-04	2.340513324238613591e-05	1.261776448055036692e-03
4.305589633374562464e-02	1.665443516287404171e-04	2.646107520807096830e-05	1.300403509307469785e-03
4.438971483216808123e-02	1.533316779588413418e-04	1.712245521547300589e-05	1.340213069934696744e-03
4.569126163654152473e-02	1.194781242140499042e-04	2.149091791174721075e-05	1.381241330070226425e-03
4.711654217627056496e-02	8.715649155925901269e-05	1.243186304604250785e-05	1.423525598050701113e-03
4.848793237879095441e-02	6.697493315092863857e-05	1.462624839553853353e-05	1.467104324341765575e-03
5.000312401336651918e-02	5.522439250621584845e-05	1.001618168582643509e-05	1.512017136502265269e-03
5.145578174383198811e-02	4.780902741529542563e-05	1.279677077517662712e-05	1.558304875218907704e-03
5.306736666282370340e-02	2.638663552186389178e-05	7.605481096354426854e-06	1.606009631443978958e-03
5.516287555650722235e-02	2.031723724798048316e-05	8.381610217933134312e-06	1.655174784670150612e-03
5.681134083701391835e-02	2.360883210354656336e-05	8.499443746425883477e-06	1.705845042376634424e-03
