1.049411749063783490e-02	1.028035847543347536e+00	3.466549956397046300e-02	3.167594056746013409e-04
1.087534647809953667e-02	1.015579257719577910e+00	2.681660338139294636e-02	3.264564363840687794e-04
1.120007562078349783e-02	9.914156475472817309e-01	3.417334194425217936e-02	3.364503245913558205e-04
1.153846142547025611e-02	9.846629975895940801e-01	2.161763543657580292e-02	3.467501580653661875e-04
1.188560984938041507e-02	9.972590885041798803e-01	2.950750059524473445e-02	3.573653027809948340e-04
1.224310103610177364e-02	1.010902880967416095e+00	1.953221849943298852e-02	3.683054114359731596e-04
1.261310425704128928e-02	9.976059412306702567e-01	2.514150053522308526e-02	3.795804322283373444e-04
1.299895209667589584e-02	9.956351450379468115e-01	1.666571534857414286e-02	3.912006179026747410e-04
1.338512714240627441e-02	1.003480620426252745e+00	2.262964100705521647e-02	4.031765350732616215e-04
1.380475927313189535e-02	9.634536120285467353e-01	1.436450046882548938e-02	4.155190738326670213e-04
1.420440400453867706e-02	8.054134052275475630e-01	1.717687474013547544e-02	4.282394576543991499e-04
1.467683141799098513e-02	4.749791095081925540e-01	7.310765188897519473e-03	4.413492535988560589e-04
1.507382716484848180e-02	2.839036968995426458e-01	6.514583752196514282e-03	4.548603828315768427e-04
1.556115665481069832e-02	1.750554352684747239e-01	3.105752866820835414e-03	4.687851314635615996e-04
1.599646597795452777e-02	1.309332288992819116e-01	3.324283760277811552e-03	4.831361617234734840e-04
1.650961739219453453e-02	9.248462498034105972e-02	1.825470313895126298e-03	4.979265234717165922e-04
1.697557766753316627e-02	6.926728527583193851e-02	2.044473823080838071e-03	5.131696660672230292e-04
1.751854242769922826e-02	5.663634794623628038e-02	1.235720901802358097e-03	5.288794505972915783e-04
1.801461882540753706e-02	4.713772541283294676e-02	1.522418430663942217e-03	5.450701624820017410e-04
1.857180865505982451e-02	3.554723491245036227e-02	8.803038363882448271e-04	5.617565244643608902e-04
1.911725761447307867e-02	3.013730403370988575e-02	1.045046850795616029e-03	5.789537099981922896e-04
1.972635664835346511e-02	2.348947374683322056e-02	6.345230043753569658e-04	5.966773570458931697e-04
2.053049264552600506e-02	1.776425390617623543e-02	5.153939990209116268e-04	6.149435822984487821e-04
2.110699714196875507e-02	1.455615438467402004e-02	6.370765909177668503e-04	6.337689958309696003e-04
2.175199086703850232e-02	1.218117161804938876e-02	4.150097918754144539e-04	6.531707162066927030e-04
2.239891422303437810e-02	9.703058555927020212e-03	4.879123896593379585e-04	6.731663860435402325e-04
2.307464364066633133e-02	8.302891621664577199e-03	3.159646522494225624e-04	6.937741880570086339e-04
2.376990696479787044e-02	7.205911804322304680e-03	4.197961363478386223e-04	7.150128615944113808e-04
2.449521537840845115e-02	5.735584557223010957e-03	2.689800854352770066e-04	7.369017196751405374e-04
2.522481543029922099e-02	4.314941032324770553e-03	3.280835671300418315e-04	7.594606665526047740e-04
2.601236677049048943e-02	3.963957083354063826e-03	2.075588523237528835e-04	7.827102158138483923e-04
2.676877593315697690e-02	3.303451504415887748e-03	2.830251839807303442e-04	8.066715090331993965e-04
2.758038034255107934e-02	2.581808197126585561e-03	1.651692463367695086e-04	8.313663349970717986e-04
